ID,ASPN,ISLR,SCN2B,HTRA1,HMGN2,SERPINA3,HMOX2,FCN3,GGT5,LAD1,ITPK1,FLII,FAM89B,TRIM8,Type
S245,9.208355476,7.474956411,5.707925306,18.08401899,10.25185459,-5.180033861,-2.106094308,3.761153461,5.841448567,3.049445297,5.430720306,7.816659077,5.950504139,7.12107675,1
S246,8.647443248,6.015532889,6.13457213,13.67123245,10.04978416,-3.720337188,4.680010551,2.009437657,6.158174799,2.999215795,5.789552665,7.691190462,5.012727895,7.43575715,1
S247,9.41062271,8.904321893,5.324562528,12.08541057,9.827559469,8.277075952,1.827432701,4.059725457,6.303477748,3.792140445,5.843972188,5.531028656,2.997019227,6.176271648,1
S248,8.667884115,8.173094256,5.510939176,16.41151802,10.38696461,1.796847342,7.256774033,6.805673642,6.173257131,3.645312752,6.029720402,6.651795781,6.772811748,6.880482414,1
S249,8.450848925,7.722557313,5.322680302,13.61916239,7.435635278,-1.980589132,3.519144003,1.859528568,5.36824205,5.550671604,5.538174052,6.699225278,3.279395079,6.204144019,1
S250,8.139823741,5.957842534,5.238270797,7.121989901,9.54579409,1.418009945,8.703871208,3.316925898,5.977577233,3.328383007,6.614667629,6.676848208,3.15137054,6.376540863,1
S251,9.175335353,8.077428342,5.966565649,12.87882076,10.19964966,-3.436669217,2.999510046,3.90087391,6.982077541,5.153526506,6.874975671,8.267804322,7.814132434,7.985455269,1
S252,7.704520169,7.991647533,5.451828124,11.16331858,11.50110368,1.424747815,5.108225076,5.814426349,5.748561944,3.079940991,6.675154442,6.57934812,6.428382944,7.099903515,1
S253,9.208355476,11.40038258,5.236382818,16.15743705,9.388189228,6.653945966,1.854677433,1.07737532,5.483219814,3.409334391,6.428227834,7.778315161,6.742561383,7.779349234,1
S254,6.783490129,7.07413871,5.372200585,8.741603718,8.837399213,-3.386666748,7.180868645,5.882158314,5.4680847,1.28925101,5.24372304,7.266398523,5.969472457,6.668526534,1
S255,8.209913272,9.479628371,4.716419999,9.867575165,10.76985523,-8.414476321,6.374584182,0.458911291,5.445216488,-0.208990188,5.582057721,6.584460024,5.364967435,7.361220555,1
S256,7.693175452,5.615172183,5.295327562,8.084641988,7.467233621,-4.256696582,5.976480853,4.002706888,5.33321654,0.954599512,5.84920427,7.467590203,5.172370998,6.807577077,1
S257,9.501531384,7.829634089,5.946864762,15.15382099,11.44324942,-1.756048733,2.647065893,2.628981216,6.025234592,4.404307033,6.144768274,8.147672068,3.31354059,5.018998767,1
S258,7.827424509,6.561196126,4.814357136,10.4485314,10.97829108,18.35790634,6.089360502,5.465067057,6.751327228,4.387624085,5.601898212,6.260300743,4.285441171,7.444485148,1
S259,8.894587417,8.178426261,5.609119041,8.096680801,9.709403393,-8.308158557,2.872986025,2.758607148,5.105585925,-0.012141292,4.533821967,5.986946093,6.748374946,7.633116274,1
S260,8.1768646,6.716841372,5.851031286,12.09383971,9.317553133,-2.671247694,6.859787155,5.239956836,5.872592121,1.955044008,5.316155624,7.41310573,4.683864913,6.390256645,1
S261,7.901111022,6.575723357,5.214014566,10.86516949,9.256555302,15.18966508,7.907434227,8.067448756,6.209001927,4.815130182,4.930738045,6.020901994,7.964867059,6.644927144,1
S262,9.605622999,9.00710353,5.891621652,18.08930294,9.836792202,-3.0918255,2.833776463,2.902833093,5.203346774,2.955643578,6.052707456,7.155886717,5.122961936,7.087153765,1
S263,9.377780226,4.552761448,5.717863895,15.17832212,9.260909574,3.27570793,7.368151108,-2.178880896,5.804426884,4.536871572,7.053002742,7.628373777,6.832707021,8.23499314,1
S264,7.753970644,4.931351722,6.293836529,10.05257947,8.484554511,-9.092887266,8.002533605,6.503718993,5.58428054,2.518359248,4.393659282,6.871449637,6.661672246,4.064135771,1
S265,7.241671943,6.774796209,5.983001715,13.74106613,9.531850793,-11.4936639,5.231183015,2.462245389,4.993718638,3.612247273,5.837147427,8.951548372,4.971508312,5.866403246,1
S266,8.862380818,9.197191128,5.060695338,11.60424181,9.109632103,-8.364866936,5.431806337,5.082737609,4.702705882,3.071712221,4.765792706,6.037290213,2.27618685,6.26506669,1
S267,8.360292659,8.924223661,5.969560622,10.80484644,9.433466256,-9.469899572,0.639645347,1.32098808,5.386414099,1.694699607,5.646871438,8.285539394,5.574612965,7.12933758,1
S268,7.103093055,6.20614973,5.75047766,8.189704624,7.325825007,-6.522096644,8.911086843,2.152171313,5.012571508,0.817594858,5.690784978,6.404888893,5.569068863,7.097867979,1
S269,8.694029005,7.274753968,6.088220701,18.33593706,9.151778325,-6.000069139,6.158202765,3.708041112,5.139834306,3.457569143,6.014662324,5.405826134,5.264884094,6.074213444,1
S270,9.941813319,8.471735455,5.839344972,12.06364584,8.82530483,8.559363933,9.236989491,6.105176729,6.084987401,7.23724307,6.173785937,9.892178878,9.865407933,7.329327808,1
S271,7.863306392,6.401370143,5.375252499,9.961732155,7.189315055,-3.908849384,7.030079855,4.730983335,5.545844771,3.271171205,4.864778598,5.410526562,3.432163588,6.255239028,1
S272,7.004434743,7.525464766,4.589186539,8.345977776,9.873280493,-4.553383437,6.98546832,4.080763201,4.986809148,-1.058332626,6.853794973,6.592210931,6.79741117,8.849472435,1
S273,7.94975896,7.590432693,5.784606872,9.628328776,7.382490872,-10.1491651,5.9053619,5.970265386,5.357705362,4.290925774,5.526470413,6.541292592,4.211386893,5.13964073,1
S274,7.420758549,6.094380064,6.121472474,11.25967971,7.688186965,-9.151612296,7.867070172,5.015007087,5.033935459,3.764409532,5.898516426,7.415718639,4.911022121,6.066694355,1
S275,8.487594654,7.31018433,5.537370965,9.455067915,10.2090382,3.863585925,7.098968379,6.176659358,5.860010238,4.234884,5.73733004,5.622096503,4.720334139,5.724056206,1
S276,9.484025012,8.011870649,5.686592061,13.11276634,9.238723733,-6.575462063,4.64271742,4.116442774,5.6229878,0.747907735,4.957088136,6.204894147,6.043294912,6.521363462,1
S277,7.689092204,5.109063774,5.897889701,11.47275933,11.55334236,-9.327254046,10.12482313,6.596594052,5.062206157,2.034787568,5.486629315,6.97512235,5.208789238,5.81249446,1
S278,9.658344527,9.71644784,4.891534038,22.63712181,9.25218122,-0.82181981,3.220726659,-1.943304709,7.163578813,5.295828204,5.641543183,7.778315161,7.018818993,8.451827053,1
S279,7.846789791,5.031028576,6.120146165,15.23867993,10.73441261,-9.603326563,5.582481796,0.706703525,5.180767498,2.24409075,5.825218346,8.144522528,6.499858111,7.224699104,1
S280,7.608109348,6.860125775,5.157578472,9.914914692,10.23793459,-5.21728301,7.497782432,5.957352064,5.317668001,2.018070028,5.971747972,6.173489321,4.652661041,6.813733012,1
S281,8.962769366,8.380692889,5.21295737,12.47101718,7.141512888,-11.91334047,3.584323513,0.105746604,4.522570906,3.658172482,5.033679279,4.493383694,6.711684171,6.635062298,1
S282,7.809443421,7.115339118,5.372200585,5.446932248,7.736228196,1.024150154,7.699373795,5.360703964,4.808855148,4.007380555,5.978292869,2.556563885,5.961403723,7.348403838,1
S283,8.451377943,6.720775501,5.748401605,12.1904927,9.126006774,5.310118649,6.498481532,9.001750903,5.603229519,3.584065815,5.538174052,6.127451022,6.266246203,5.524025661,1
S284,6.274515692,4.193470206,6.655987598,5.884989755,9.19512395,14.12672932,6.825383967,12.49675099,5.741783106,2.362099688,4.717305111,5.23060537,4.848658299,5.431223626,1
S285,9.392106531,8.720460552,5.384621482,11.98064844,10.34369447,-5.942391203,4.212458027,3.261778814,5.549112339,2.757727511,5.381505313,7.819508158,2.391395366,6.813733012,1
S286,7.631705856,7.622322788,4.90242394,6.682209345,10.04021914,-6.408670317,2.916085875,2.934834961,5.063726112,4.107488498,5.762507498,7.778315161,5.391596715,7.695643124,1
S287,8.504776789,10.02478588,5.884689558,13.54347071,10.48017575,-12.63066941,6.269106854,4.23651481,5.812122927,0.791042688,5.462194611,7.216211278,6.154524688,7.264643214,1
S288,8.938423183,8.308574331,5.544230323,16.07339926,8.291822757,-3.000359226,7.615175518,3.827469767,5.275221273,1.206917279,5.556383737,8.398409311,7.234356926,6.263082477,1
S289,8.254769423,6.619972002,5.611186708,12.05921122,8.295741558,-9.615243004,1.181380707,3.1281594,5.373042183,5.385574418,5.721181121,8.202349596,5.439064464,8.058886011,1
S290,6.883175046,5.127847728,6.019419749,17.25828474,11.58077316,1.837213171,4.824006699,3.385217994,5.553944142,3.606344245,6.46538625,5.496762215,4.087379941,7.444485148,1
S291,8.855866094,6.644301105,5.527523129,11.07566251,9.673773783,-10.81356661,8.020368586,3.419435944,4.648083114,5.636661243,5.457930285,7.181825418,7.11616021,6.11831756,1
S292,9.3068956,7.746429474,5.681219447,13.96783989,9.970730893,0.382155362,5.622322433,6.247584859,5.184146619,2.025874221,5.095294285,5.544772069,5.593426802,7.205503055,1
S293,8.293086791,7.717520424,5.596675974,15.57753201,9.186795166,-6.41990438,2.525749545,-0.144401951,5.715047162,1.041566867,5.881282501,7.846699636,3.773038142,7.987780787,1
S294,8.979398998,4.731119334,6.245763395,14.9615505,9.92430142,-1.911991383,8.234406867,4.871197737,5.649864611,7.131182778,4.855592057,7.8357567,7.724320077,5.851849289,1
S295,8.456565113,7.591464081,5.508069482,9.987008749,8.310998599,-5.697278204,4.653200209,4.167672918,4.895673105,0.377930734,4.918080844,7.55111857,7.240027163,7.207679401,1
S296,8.225902677,6.0420201,5.898177741,9.539547207,8.214504373,-7.967741335,7.658151622,3.856835684,5.829400797,1.11191029,5.627241786,6.073372028,5.394171301,6.767624634,1
S297,7.243955661,6.057116495,5.400056565,4.032889729,10.56106433,-0.548677267,5.69966391,5.398469244,4.819261296,0.888839462,5.440986071,4.484815276,2.441695626,6.163256826,1
S298,7.958197088,7.601775194,5.77249972,10.33379542,8.696330637,-4.807071682,5.644020783,3.840118706,5.780071155,3.086918353,6.603587762,7.205710832,5.364967435,7.27094507,1
S299,8.238852716,7.450858049,5.424905833,8.214800575,9.247819903,-4.985185806,5.007760998,6.292672749,6.015401205,2.556311654,6.067592207,7.36717155,4.939957669,7.064435048,1
S300,8.470424894,6.238352779,6.09795708,15.64744966,6.377797023,-1.230267896,7.509079882,5.650776519,6.2770431,4.64340389,5.615467461,6.604973161,5.845105543,6.579693211,1
S301,8.32451272,8.676076621,5.679426365,11.38423289,10.03143991,-6.147685248,7.6342463,4.285326511,5.033935459,3.365362453,3.909209486,5.063477125,3.328772637,5.949508808,1
S302,8.371916243,6.626744186,6.231585364,15.75072889,9.745905208,-5.36472627,3.711254983,4.809534463,5.328411831,3.298963304,6.000196059,6.576752984,5.786977585,6.686465623,1
S303,7.400963273,6.165932597,5.425459353,6.06259162,9.335502938,-7.123017254,5.443511539,2.019203401,5.152804044,2.937351189,5.203202472,8.924866637,5.603915461,6.917394841,1
S304,7.545056564,5.670448362,4.909714717,5.664757294,10.06839353,0.827321124,6.571126498,6.072507581,5.767192506,4.316444601,4.624011894,4.138182303,7.080479276,5.643892805,1
S305,9.294131542,11.82029046,5.700017866,18.97661968,9.45617356,3.555045322,-0.417483392,3.65357298,6.037574897,3.626704251,5.517974278,4.769177511,6.1139676,8.388343513,1
S306,8.671950634,11.08581739,5.200234333,22.52155571,10.67633089,4.983447132,2.227039596,1.410383782,6.304151892,2.485321757,5.104588957,6.521512584,5.270051852,7.966224875,1
S307,8.577016994,8.155347785,5.805118891,13.72235201,9.71894722,-3.851979444,4.422028235,4.709025797,5.375869188,4.959509734,5.957701588,7.200657846,7.649945945,6.198669372,1
S308,8.722550487,6.993218934,4.632616052,12.11112263,10.56106433,5.761051642,6.301377984,3.864624703,7.032391243,0.664132814,5.289799047,7.090760833,4.712863927,5.19982991,1
S309,7.408510312,6.618911558,5.796047205,8.272820481,10.28022766,-10.29575417,5.622322433,3.553711053,5.596013777,5.255841578,5.403774671,7.920572214,5.508819342,6.533633652,1
S310,8.431872069,8.742127522,5.551613819,8.749950045,8.928579336,-7.602008719,5.30132876,6.048939665,5.88993685,2.683748739,6.020960381,6.384865493,6.366522258,8.483651667,1
S311,5.970305873,4.750898478,4.174036321,3.121954566,7.223359884,27.11357181,18.29644444,17.07323059,6.554869937,7.832223457,8.694517582,8.020682957,10.74155043,9.048715934,0
S312,6.512190593,6.220140173,4.039852057,-1.41730443,6.602369843,1.602918901,9.017225507,4.839031472,4.963153051,2.923033499,4.279555477,10.41474454,5.222554705,9.362069732,0
S313,6.793029395,4.0654669,4.470979294,3.757590904,5.26484609,24.33120366,18.54812056,16.90263604,7.126756155,3.242570125,6.724603658,9.922449239,12.08153491,7.515424713,0
